guid	text_clean	tag	img_path	img_exists	img_ok
3749		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3749.jpg	True	True
1533		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1533.jpg	True	True
1548		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1548.jpg	True	True
823		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\823.jpg	True	True
2479		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2479.jpg	True	True
516		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\516.jpg	True	True
347		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\347.jpg	True	True
4367		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4367.jpg	True	True
1700		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1700.jpg	True	True
3182		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3182.jpg	True	True
4821		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4821.jpg	True	True
5075		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\5075.jpg	True	True
4902		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4902.jpg	True	True
1563		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1563.jpg	True	True
3828		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3828.jpg	True	True
1358		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1358.jpg	True	True
54		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\54.jpg	True	True
3072		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3072.jpg	True	True
2945		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2945.jpg	True	True
4998		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4998.jpg	True	True
644		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\644.jpg	True	True
1325		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1325.jpg	True	True
4878		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4878.jpg	True	True
3664		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3664.jpg	True	True
4019		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4019.jpg	True	True
3122		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3122.jpg	True	True
3551		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3551.jpg	True	True
4765		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4765.jpg	True	True
1289		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1289.jpg	True	True
4128		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4128.jpg	True	True
3937		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3937.jpg	True	True
4489		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4489.jpg	True	True
1203		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1203.jpg	True	True
3582		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3582.jpg	True	True
2454		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2454.jpg	True	True
355		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\355.jpg	True	True
2364		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2364.jpg	True	True
109		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\109.jpg	True	True
2738		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2738.jpg	True	True
4204		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4204.jpg	True	True
393		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\393.jpg	True	True
2992		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2992.jpg	True	True
4597		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4597.jpg	True	True
1234		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1234.jpg	True	True
3756		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3756.jpg	True	True
1975		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1975.jpg	True	True
5029		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\5029.jpg	True	True
901		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\901.jpg	True	True
2103		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2103.jpg	True	True
4090		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4090.jpg	True	True
2852		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2852.jpg	True	True
4581		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4581.jpg	True	True
564		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\564.jpg	True	True
4664		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4664.jpg	True	True
3404		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3404.jpg	True	True
4960		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4960.jpg	True	True
3064		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3064.jpg	True	True
3025		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3025.jpg	True	True
4105		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4105.jpg	True	True
2980		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2980.jpg	True	True
3075		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3075.jpg	True	True
2932		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2932.jpg	True	True
4660		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4660.jpg	True	True
1308		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1308.jpg	True	True
4607		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4607.jpg	True	True
3328		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3328.jpg	True	True
669		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\669.jpg	True	True
1867		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1867.jpg	True	True
4403		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4403.jpg	True	True
655		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\655.jpg	True	True
539		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\539.jpg	True	True
4184		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4184.jpg	True	True
4263		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4263.jpg	True	True
4486		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4486.jpg	True	True
3143		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3143.jpg	True	True
1927		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1927.jpg	True	True
930		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\930.jpg	True	True
1802		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1802.jpg	True	True
3436		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3436.jpg	True	True
1068		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1068.jpg	True	True
2934		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2934.jpg	True	True
3377		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3377.jpg	True	True
4104		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4104.jpg	True	True
2357		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2357.jpg	True	True
22		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\22.jpg	True	True
4909		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4909.jpg	True	True
691		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\691.jpg	True	True
3827		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3827.jpg	True	True
2492		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2492.jpg	True	True
3970		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3970.jpg	True	True
1824		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1824.jpg	True	True
4156		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4156.jpg	True	True
793		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\793.jpg	True	True
845		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\845.jpg	True	True
3134		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3134.jpg	True	True
1740		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1740.jpg	True	True
2087		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2087.jpg	True	True
623		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\623.jpg	True	True
1899		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1899.jpg	True	True
1254		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1254.jpg	True	True
154		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\154.jpg	True	True
3351		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3351.jpg	True	True
4071		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4071.jpg	True	True
4620		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4620.jpg	True	True
3207		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3207.jpg	True	True
1687		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1687.jpg	True	True
395		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\395.jpg	True	True
4671		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4671.jpg	True	True
4665		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4665.jpg	True	True
1477		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1477.jpg	True	True
2869		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2869.jpg	True	True
685		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\685.jpg	True	True
872		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\872.jpg	True	True
268		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\268.jpg	True	True
2922		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2922.jpg	True	True
696		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\696.jpg	True	True
359		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\359.jpg	True	True
1811		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1811.jpg	True	True
2748		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2748.jpg	True	True
3381		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3381.jpg	True	True
321		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\321.jpg	True	True
3069		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3069.jpg	True	True
4584		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4584.jpg	True	True
4502		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4502.jpg	True	True
1210		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1210.jpg	True	True
68		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\68.jpg	True	True
131		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\131.jpg	True	True
32		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\32.jpg	True	True
3636		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3636.jpg	True	True
4060		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4060.jpg	True	True
4279		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4279.jpg	True	True
2387		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2387.jpg	True	True
2067		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2067.jpg	True	True
47		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\47.jpg	True	True
1366		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1366.jpg	True	True
690		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\690.jpg	True	True
1196		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1196.jpg	True	True
271		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\271.jpg	True	True
4763		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4763.jpg	True	True
196		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\196.jpg	True	True
733		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\733.jpg	True	True
132		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\132.jpg	True	True
1336		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1336.jpg	True	True
4635		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4635.jpg	True	True
298		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\298.jpg	True	True
2894		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2894.jpg	True	True
1493		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1493.jpg	True	True
2462		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2462.jpg	True	True
4170		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4170.jpg	True	True
1107		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1107.jpg	True	True
4980		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4980.jpg	True	True
3944		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3944.jpg	True	True
1303		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1303.jpg	True	True
1724		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1724.jpg	True	True
996		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\996.jpg	True	True
5074		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\5074.jpg	True	True
2489		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2489.jpg	True	True
4425		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4425.jpg	True	True
2334		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2334.jpg	True	True
4776		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4776.jpg	True	True
2471		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2471.jpg	True	True
3175		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3175.jpg	True	True
1257		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1257.jpg	True	True
4554		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4554.jpg	True	True
1692		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1692.jpg	True	True
472		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\472.jpg	True	True
637		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\637.jpg	True	True
5110		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\5110.jpg	True	True
342		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\342.jpg	True	True
5006		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\5006.jpg	True	True
4056		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4056.jpg	True	True
1869		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1869.jpg	True	True
2548		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2548.jpg	True	True
1880		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1880.jpg	True	True
161		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\161.jpg	True	True
4494		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4494.jpg	True	True
4675		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4675.jpg	True	True
275		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\275.jpg	True	True
4231		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4231.jpg	True	True
2995		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2995.jpg	True	True
477		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\477.jpg	True	True
1923		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1923.jpg	True	True
4768		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4768.jpg	True	True
1492		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1492.jpg	True	True
3461		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3461.jpg	True	True
844		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\844.jpg	True	True
2053		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2053.jpg	True	True
2975		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2975.jpg	True	True
435		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\435.jpg	True	True
278		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\278.jpg	True	True
817		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\817.jpg	True	True
4401		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4401.jpg	True	True
2956		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2956.jpg	True	True
980		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\980.jpg	True	True
894		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\894.jpg	True	True
1554		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1554.jpg	True	True
3621		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3621.jpg	True	True
4253		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4253.jpg	True	True
971		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\971.jpg	True	True
4642		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4642.jpg	True	True
511		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\511.jpg	True	True
2136		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2136.jpg	True	True
1174		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1174.jpg	True	True
3590		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3590.jpg	True	True
4614		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4614.jpg	True	True
2350		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2350.jpg	True	True
371		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\371.jpg	True	True
783		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\783.jpg	True	True
62		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\62.jpg	True	True
1631		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1631.jpg	True	True
144		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\144.jpg	True	True
4408		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4408.jpg	True	True
1242		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1242.jpg	True	True
4524		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4524.jpg	True	True
4826		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4826.jpg	True	True
962		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\962.jpg	True	True
3887		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3887.jpg	True	True
399		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\399.jpg	True	True
4337		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4337.jpg	True	True
3203		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3203.jpg	True	True
1728		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1728.jpg	True	True
4498		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4498.jpg	True	True
1219		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1219.jpg	True	True
3414		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3414.jpg	True	True
1209		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1209.jpg	True	True
3353		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3353.jpg	True	True
3867		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3867.jpg	True	True
974		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\974.jpg	True	True
1641		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1641.jpg	True	True
1966		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1966.jpg	True	True
1237		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1237.jpg	True	True
5128		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\5128.jpg	True	True
3432		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3432.jpg	True	True
4335		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4335.jpg	True	True
3535		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3535.jpg	True	True
2844		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2844.jpg	True	True
146		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\146.jpg	True	True
239		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\239.jpg	True	True
4412		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4412.jpg	True	True
2960		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2960.jpg	True	True
2092		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2092.jpg	True	True
2719		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2719.jpg	True	True
5086		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\5086.jpg	True	True
2695		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2695.jpg	True	True
4194		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4194.jpg	True	True
995		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\995.jpg	True	True
440		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\440.jpg	True	True
708		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\708.jpg	True	True
902		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\902.jpg	True	True
2452		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2452.jpg	True	True
3890		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3890.jpg	True	True
2119		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2119.jpg	True	True
3321		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3321.jpg	True	True
449		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\449.jpg	True	True
3179		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3179.jpg	True	True
3385		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3385.jpg	True	True
4974		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4974.jpg	True	True
3736		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3736.jpg	True	True
308		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\308.jpg	True	True
678		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\678.jpg	True	True
